Title,Weblinks
Isothermal oxidation behavior of Ni-Al-Co-Cr-Mo-Ti alloy at 850°C and 950°C,www.doi.org/10.1016/j.proeng.2011.12.540
Cyclic Oxidation Behavior of an EB-PVD CoCrAlY Coating Influenced by Substrate/coating Interdiffusion,www.doi.org/10.1016/S1000-9361(11)60447-0
Stress relaxation through ageing heat treatment – a comparison between in situ and ex situ neutron diffraction techniques,www.doi.org/10.1016/j.crhy.2011.10.020
Fabrication of Metal and Alloy Components by Additive Manufacturing: Examples of 3D Materials Science,www.doi.org/10.1016/S2238-7854(12)70009-1
Tool wear/life evaluation when finish turning Inconel 718 using PCBN tooling,www.doi.org/10.1016/j.procir.2012.04.051
Effects of surface modification on thermal cycling lifetime of thermal barrier coatings with HVOF NiCrAlY bond coat,www.doi.org/10.1016/j.pnsc.2012.04.007
Comparing Machinability of Ti-15-3-3-3 and Ni-625 Alloys in Uat,www.doi.org/10.1016/j.procir.2012.04.059
The Role of Slip Transmission on Plastic Strain accumulationacross Grain Boundaries,www.doi.org/10.1016/j.piutam.2012.05.019
Study on hot deformation behavior and numerical simulation for hot extrusion process of corrosion resistant 825 alloy,www.doi.org/10.1016/j.proeng.2011.12.547
Thermal cycle fatigue behaviors of a single crystal Ni3Al base alloy,www.doi.org/10.1016/j.proeng.2011.12.564
Effects of solidification parameters on microstructures of Ni3Al based single crystal,www.doi.org/10.1016/j.proeng.2011.12.570
Modeling of Crystal Orientations in Laser Powder Deposition of Single Crystal Material,www.doi.org/10.1016/j.phpro.2012.10.115
Investigation on Thermal Contact Conductance Based on Data Analysis Method of Reliability,www.doi.org/10.1016/S1000-9361(11)60446-9
Effect of carbon on thermal cycle fatigue behavior of a Ni3Al based equiaxed alloy IC6E,www.doi.org/10.1016/j.proeng.2011.12.571
Micromachining of Metals and Thermal Barrier Coatings using a 532<ce:hsp sp=0.25></ce:hsp>nm Nanosecond Fiber Laser,www.doi.org/10.1016/j.phpro.2012.10.079
Hot Corrosion Behavior of Double-ceramic-layer LaTi<ce:inf loc=post>2</ce:inf>Al<ce:inf loc=post>9</ce:inf>O<ce:inf loc=post>19</ce:inf>/YSZ Thermal Barrier Coatings,www.doi.org/10.1016/S1000-9361(11)60372-5
Effect of Re on recrystallization behavior of Ni3Al based single crystal alloy,www.doi.org/10.1016/j.proeng.2011.12.558
Effect of diffusion annealing on composition uniformity of hastelloy C-276 ingot,www.doi.org/10.1016/j.proeng.2011.12.549
Hot deformation characteristics and forging process of corrosion resistant nickel-base C-276 alloy,www.doi.org/10.1016/j.proeng.2011.12.548
"Strains, planes, and EBSD in materials science",www.doi.org/10.1016/S1369-7021(12)70163-3
Introduction to HPC 2012,www.doi.org/10.1016/j.procir.2012.04.001
Contents,www.doi.org/10.1016/S1877-7058(12)00006-9
Damage Evolution During Fatigue in Structural Materials,www.doi.org/10.1016/j.mspro.2012.06.002
Effects of Cr-Al-Si and Cr-Al Coatings on the High Temperature Oxidation Resistance of a Ni<ce:inf loc=post>3</ce:inf>Al-Mo Based Single Crystal Alloy,www.doi.org/10.1016/j.proeng.2011.12.544
Effect of Sintering on Thermal Conductivity and Thermal Barrier Effects of Thermal Barrier Coatings,www.doi.org/10.1016/S1000-9361(11)60449-4
Dynamic Characteristic Analysis and Experiment for Integral Impeller Based on Cyclic Symmetry Analysis Method,www.doi.org/10.1016/S1000-9361(11)60448-2
Phase equilibria and structural investigations in the Ni-poor part of the system Al–Ge–Ni,www.doi.org/10.1016/j.intermet.2012.04.002
Comparisons of equivalent and detailed models of metallic honeycomb core structures with in-plane thermal conductivities,www.doi.org/10.1016/j.proeng.2012.01.1128
Effects of boron and carbon contents on long-term aging of Ni3Al-base single crystal alloy IC6SX,www.doi.org/10.1016/j.proeng.2011.12.554
Degradation of EB-PVD thermal barrier coatings caused by CMAS deposits,www.doi.org/10.1016/j.pnsc.2012.06.007
"Influence of Gd<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> and Yb<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> Co-doping on Phase Stability, Thermo-physical Properties and Sintering of 8YSZ",www.doi.org/10.1016/S1000-9361(11)60466-4
Characterisation of Abrasive Water-jet Process for Pocket Milling in Inconel 718,www.doi.org/10.1016/j.procir.2012.04.072
An Initial Study of the Effect of Using Liquid Nitrogen Coolant on the Surface Roughness of Inconel 718 Nickel-Based Alloy in CNC Milling,www.doi.org/10.1016/j.procir.2012.07.022
Wear Development and Cutting Forces on Cbn Cutting Tool in Hard Part Turning of Different Hardened Steels,www.doi.org/10.1016/j.procir.2012.04.042
Oxidation Behavior of NiAl-TiB2 Coatings Prepared by Electrothermal Explosion Ultrahigh Speed Spraying,www.doi.org/10.1016/j.phpro.2012.03.520
Energy Efficiency Assessment of Laser Drilling Process,www.doi.org/10.1016/j.phpro.2012.10.100
Modern Machining of Advanced Aerospace Alloys - Enabler for Quality and Performance,www.doi.org/10.1016/j.procir.2012.04.005
Effect of Hf additions on microstructure and mechanical properties of a Co-9Al-9W-2Ta alloy at room and high-temperatures,www.doi.org/10.1016/j.proeng.2011.12.567
Research of PEEQ for Conical Ring with Outer Steps Ring Rolling,www.doi.org/10.1016/j.phpro.2012.03.081
Tool Life and Surface Integrity in High-speed Milling of Titanium Alloy TA15 with PCD/PCBN Tools,www.doi.org/10.1016/S1000-9361(11)60445-7
Microstructural Degradation of Boiler Tubes Due to the Presence of Internal Oxide Layer,www.doi.org/10.1016/S2238-7854(12)70020-0
Microstructures of directionally solidified Ti-46Al-5Nb alloys,www.doi.org/10.1016/j.proeng.2011.12.555
First-principles calculations for the structure and mechanical properties of IrxNby,www.doi.org/10.1016/j.proeng.2012.01.1041
"ZrO<ce:inf loc=post>2</ce:inf> strengthened NiAl/Cr(Mo,Hf) composite fabricated by powder metallurgy",www.doi.org/10.1016/j.pnsc.2012.04.003
Evaluation of plasma sprayed YSZ thermal barrier coatings with the CMAS deposits infiltration using impedance spectroscopy,www.doi.org/10.1016/j.pnsc.2011.12.007
Thermomechanical coupling analysis of heat-pipe-cooled leading edge thermal protection structure with thermal contact resistance,www.doi.org/10.1016/j.proeng.2012.01.1070
Effect of withdrawal rate on the microstructure of directional solidified Ni-43Ti-4Al-2Nb-2Hf single crystal alloys,www.doi.org/10.1016/j.proeng.2011.12.572
Variation of Creep Properties in HP Steel by Influence of Temperature,www.doi.org/10.1016/j.mspro.2012.06.014
First-principles calculation of structure and mechanical property of IrY,www.doi.org/10.1016/j.proeng.2012.01.1083
"Microstructure, Mechanical Properties and Oxidation Resistance of Nb-22Ti-14Si-2Hf-2Al-<ce:italic>x</ce:italic>Cr Alloys",www.doi.org/10.1016/S1000-9361(11)60390-7
Geometric Modelling of Added Layers by Coaxial Laser Cladding,www.doi.org/10.1016/j.phpro.2012.10.116
Cyclic oxidation behavior of β-NiAlDy alloys containing varying aluminum content at 1200<ce:hsp sp=0.25></ce:hsp>°C,www.doi.org/10.1016/j.pnsc.2012.06.003
Development of non-destructive evaluation system using an HTS-SQUID gradiometer for magnetized materials,www.doi.org/10.1016/j.phpro.2012.03.479
"Keyword index Vol. 13, 2012",www.doi.org/10.1016/S1631-0705(12)00180-6
Effects of alloying and high-temperature heat treatment on the microstructure of Nb–Ti–Si based ultrahigh temperature alloys,www.doi.org/10.1016/j.pnsc.2012.03.008
An Empirical Study of the Energy Consumption in Automotive Assembly,www.doi.org/10.1016/j.procir.2012.07.082
Complex Analysis of Laser Cladding based on Comprehensive Optical Diagnostics and Numerical Simulation,www.doi.org/10.1016/j.phpro.2012.10.096
Thermal–mechanical and isothermal fatigue of 304L stainless steel under middle range temperatures,www.doi.org/10.1016/j.crme.2012.02.015
Dynamic Response Characteristics of Double-Layer Composite Cylindrical Shell Subjected to Multi-Field Coupling Loadings,www.doi.org/10.1016/j.egypro.2012.01.100
Surface Roughness Prediction using Artificial Neural Networks when Drilling Udimet 720,www.doi.org/10.1016/j.proeng.2012.09.572
Current understanding of ultra-high cycle fatigue,www.doi.org/10.1063/2.1203102
Review on Laser Deposition Welding: From Micro to Macro,www.doi.org/10.1016/j.phpro.2012.10.046
The precipitation strengthening behavior of Cu-rich phase in Nb contained advanced Fe–Cr–Ni type austenitic heat resistant steel for USC power plant application,www.doi.org/10.1016/j.pnsc.2012.05.002
Solidification structure analysis of cold crucible directionally solidified Nb-Si based alloy,www.doi.org/10.1016/j.proeng.2011.12.551
Impact of material processing and deformation on cell morphology and mechanical behavior of polyurethane and nickel foams,www.doi.org/10.1016/j.ijsolstr.2012.05.026
Interface controlled plastic flow modelled by strain gradient plasticity theory,www.doi.org/10.1016/j.crme.2012.02.008
Microstructure to Macro-Scale Using Gradient Plasticity with Temperature and Rate Dependent Length Scale,www.doi.org/10.1016/j.piutam.2012.03.014
"Influence of Ru Addition on Microstructure, Creep and Rupture Properties of Nickel based DS Superalloy",www.doi.org/10.1016/j.proeng.2013.03.218
Subcritical Crack Growth on Crystallographic Planes in a Ni-base Superalloy: Relevance to Orientations,www.doi.org/10.1016/j.proeng.2013.03.314
Interaction between crack and twins in TMS-82 superalloy during thermomechanical fatigue process,www.doi.org/10.1016/j.pnsc.2013.09.005
A Study on Fatigue Life Prediction of Ni-base Superalloy,www.doi.org/10.1016/j.proeng.2013.03.306
Mechanisms of High Temperature Damage in Elastoplastic Cyclic Loading of Nickel Superalloys and TiAl Intermetallics,www.doi.org/10.1016/j.proeng.2013.03.229
Investigation of delamination mechanisms during a laser drilling on a cobalt-base superalloy,www.doi.org/10.1016/j.jmatprotec.2013.04.003
Microstructural Damage Evaluation in Ni-based Superalloy Gas Turbine Blades by Fractal Analysis,www.doi.org/10.1016/j.proeng.2013.03.256
Chromia layer growth on a Ni-based superalloy: Sub-parabolic kinetics and the role of titanium,www.doi.org/10.1016/j.corsci.2013.05.016
High Temperature Fatigue of Nickel-based Superalloys during High Frequency Testing,www.doi.org/10.1016/j.proeng.2013.03.308
Laser Surface Smoothing of Nickel-based Superalloys,www.doi.org/10.1016/j.phpro.2013.03.077
Effect of Salt Coatings on Low Cycle Fatigue Behavior of Nickel -base Superalloy GTM-SU-718,www.doi.org/10.1016/j.proeng.2013.03.339
Ultrasonic Assisted Deep Drilling of Inconel 738LC Superalloy,www.doi.org/10.1016/j.procir.2013.03.096
Evaluation of Creep Deformation and Mechanical Properties of Nickel-based Superalloys through FE Analysis Based on Crystal Plasticity Models,www.doi.org/10.1016/j.proeng.2013.03.263
Nickel Base Superalloys for Next Generation Coal Fired AUSC Power Plants,www.doi.org/10.1016/j.proeng.2013.03.250
Effect of Prior Cyclic Oxidation on the Creep Behavior of Bare and Pt-Aluminide Coated Directionally Solidified CM-247LC Alloy,www.doi.org/10.1016/j.proeng.2013.03.340
Microstructural Analysis of TMF Failure Mechanism of GTD-111 Applied to Gas Turbine Blades,www.doi.org/10.1016/j.proeng.2013.03.243
Microstructural evaluation and fracture mechanisms of failed IN-738LC gas turbine blades,www.doi.org/10.1016/j.csefa.2013.04.005
Thermal Electricity Storage by a Thermodynamic Process: Study of Temperature Impact on the Machines,www.doi.org/10.1016/j.egypro.2013.07.106
CBN Grinding Performance Improvement in Aircraft Engine Components Manufacture,www.doi.org/10.1016/j.procir.2013.06.177
Super-Nickel Orthogonal Turning Operations Optimization,www.doi.org/10.1016/j.procir.2013.06.083
Adjustment of Numerical Simulation Model to the Investment Casting Process,www.doi.org/10.1016/j.proeng.2013.08.272
Nickel-Base Alloy Solutions for Ultrasupercritical Steam Power Plants,www.doi.org/10.1016/j.proeng.2013.03.246
Grinding of Gamma TiAl Intermetallic Alloys,www.doi.org/10.1016/j.proeng.2013.08.182
Comparison between Up-milling and Down-milling Operations on Tool Wear in Milling Inconel 718,www.doi.org/10.1016/j.proeng.2013.12.234
Computational Fluid Dynamic Analysis of Coolant Flow in Turning,www.doi.org/10.1016/j.procir.2013.06.101
Yield anisotropy and tension/compression asymmetry of a Ni<ce:inf loc=post>3</ce:inf>Al based intermetallic alloy,www.doi.org/10.1016/j.cja.2013.04.002
Effect of gas Pressure on the Mechanical Properties of Sputtered TaN Films,www.doi.org/10.1016/j.phpro.2013.11.068
New insight on the solidification path of an alloy 625 weld overlay,www.doi.org/10.1016/j.jmrt.2013.02.008
In-phase thermal–mechanical fatigue investigation on hollow single crystal turbine blades,www.doi.org/10.1016/j.cja.2013.07.026
Residual Stress Assessment in Inconel 718 Machining Through Wavelet Sensor Signal Analysis and Sensor Fusion Pattern Recognition,www.doi.org/10.1016/j.procir.2013.06.176
Surface Integrity Characteristics in Wire-EDM of Inconel 718 at Different Discharge Energy,www.doi.org/10.1016/j.procir.2013.03.046
Effect of Heat Treatment on Microstructure and Mechanical Properties of Inconel 625 Alloy Fabricated by Pulsed Plasma Arc Deposition,www.doi.org/10.1016/j.phpro.2013.11.010
Study of the Influences of Laser Parameters on Laser Assisted Machining Processes,www.doi.org/10.1016/j.procir.2013.06.084
A DoE Approach to Hole Quality Evaluation in Drilling of an Electron Beam Melted Titanium Aluminide,www.doi.org/10.1016/j.procir.2013.06.137
Microstructure and grain orientation evolution of a specially shaped shroud during directional solidification process,www.doi.org/10.1016/j.pnsc.2013.03.007
Experimental Research on the Electrochemical Machining of Modern Titanium- and Nickel-based Alloys for Aero Engine Components,www.doi.org/10.1016/j.procir.2013.03.040
Effects of temperature and stress on the creep behavior of a Ni<ce:inf loc=post>3</ce:inf>Al base single crystal alloy,www.doi.org/10.1016/j.pnsc.2013.03.005
Hot Corrosion Studies on As-received and HVOF Sprayed Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf>+CoCrAlTaY on Ti-31 Alloy in Salt Environment,www.doi.org/10.1016/j.proeng.2013.09.178
Identification of Critical Key Parameters and their Impact to Zero-defect Manufacturing in the Investment Casting Process,www.doi.org/10.1016/j.procir.2013.09.046
Influence of EDM Parameters on Slot Machining in C1023 Aeronautical Alloy,www.doi.org/10.1016/j.procir.2013.03.059
A Double Detector Set-up for Simultaneous Transmission and Diffraction Neutron Imaging,www.doi.org/10.1016/j.phpro.2013.03.021
A Preliminary Development and Characterization of Ni-based ODS Alloys,www.doi.org/10.1016/j.proeng.2013.03.255
Fireside Corrosion of Applied and Modern Superheater-alloys Under Oxy-fuel Conditions,www.doi.org/10.1016/j.egypro.2013.06.020
Multifunctional High Precision Pneumatic Loading System (HIPS) for Creep-Fatigue Testing,www.doi.org/10.1016/j.proeng.2013.03.297
